	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127
ING1	-0.05791522	-0.2453577	0.06924181	-0.00024317348	-0.104897805	0.015679913	0.06085354	0.05424809	0.081200786	-0.036097042	0.1253138	0.009776585	0.10462865	-0.14905186	-0.021714378	-0.12547424	0.120938495	0.007831238	0.017111138	-0.0026957495	-0.08707037	0.027834136	-0.12677738	0.1323495	-0.08646938	0.11248663	-0.08607046	-0.15778375	0.10356311	0.16914071	0.034329385	0.1101395	0.039495356	-0.09698339	-0.10523812	-0.11237817	-0.10068379	0.07269586	-0.029906133	0.05590908	0.0065106004	-0.0037453976	-0.058953658	-0.003598386	0.018011194	-0.037335463	0.088529415	-0.08817712	0.14592014	-0.16038395	-0.1981485	-0.03233255	0.051382467	-0.046399176	0.08356393	0.08490831	0.09033788	-0.13856693	-0.05973622	0.09184691	-0.070307836	-0.12372691	0.11502346	-0.0631462	0.010967767	-0.018553285	0.06654074	-0.047230434	0.03446368	0.16166009	-0.12351058	0.14157647	-0.09777882	-0.006589319	-0.040443547	-0.15982077	-0.05444428	-0.08946784	0.0038505269	0.09902703	0.10327523	0.01791705	-0.12586853	-0.027785491	-0.073605455	-0.042541195	-0.09312301	0.08266781	0.09731895	0.043400902	-0.033159554	-0.02099613	-0.057403207	-0.003787094	-0.13279948	0.07486615	0.12172028	0.093753085	-0.0946934	-0.06362653	0.06576151	-0.0028095206	0.13142465	0.04421043	-0.058377042	-0.11060198	0.08170235	0.110771544	-0.009632846	-0.020636663	0.06471715	0.09972881	-0.015645444	0.07820103	0.12088159	-0.016668446	0.052956942	-0.008475477	0.04973728	-0.10208432	0.11940726	0.13531876	0.044478618	-0.07573163	-0.070225224	-0.08522047	0.003926601	-0.06715527
KMT2A	0.06767915	-0.062878184	-0.090195075	-0.123891376	-0.1098244	-0.07782712	-0.05936514	0.011938882	-0.07117832	-0.11272216	-0.04371734	-0.029946161	-0.10633477	-0.110087186	0.11546621	0.07664355	-0.059206046	0.07924735	0.09623851	-0.10984407	-0.02393679	0.12570459	0.05458891	0.015720041	-0.068472885	0.04994142	0.112499446	0.030625293	-0.06627431	-0.008631616	0.104121424	-0.079962954	0.08386539	-0.07320216	0.119175345	-0.15231545	0.10054634	-0.027189706	0.10503117	-0.11785525	-0.04215263	-0.048425913	0.095945515	0.0651284	-0.09284157	0.10596928	0.03539744	-0.020779787	-0.03213815	0.05564546	0.03444277	-0.092216924	-0.12127799	-0.08447788	-0.05349724	-0.10465545	-0.10378436	-0.03800575	0.08512616	-0.11026919	0.046720482	0.0046260743	-0.0783914	0.14464207	0.11965429	0.09548575	-0.042518053	0.076115385	-0.093906686	0.009113463	-0.0523824	0.117572546	0.12582338	0.16171922	0.12738124	0.040049672	0.10265539	0.12891151	-0.039324854	0.0067926045	-0.04593176	-0.109354466	-0.051626142	0.12126194	0.11198731	0.14246106	0.07808542	0.13120069	-0.07644452	-0.0858001	-0.041901484	0.07113868	0.08467192	0.08626255	0.085189	-0.08387831	0.0040853736	-0.0729315	0.09203037	0.04028335	0.0021140075	-0.107676074	-0.10206896	0.120218284	-0.15483107	-0.016866926	-0.09001719	-0.058217544	-0.18823914	-0.10923123	-0.089541376	-0.07780241	-0.07961388	-0.11318865	0.0314781	-0.03412351	-0.09622284	0.10761794	-0.066970445	0.14517924	-0.0029725027	0.024838705	0.1169875	0.13442169	-0.016414221	0.11260541	-0.08913385	0.055725764
KMT2C	-0.14358208	-0.067060426	0.056179743	0.12210307	0.09059382	0.11153888	0.10192384	-0.08272705	0.113527425	0.08838569	0.09414381	0.10983739	0.12958826	0.04240703	-0.035987873	-0.049701724	0.06758492	-0.12603973	-0.052277643	0.11200429	0.0866697	-0.040780947	-0.07763275	-0.017872265	0.046017114	-0.07745662	-0.12325819	-0.02332535	0.11529031	0.016282132	-0.12689015	0.08017554	-0.112420045	0.06883998	-0.08358305	0.06664767	-0.11743544	0.02730038	-0.13487111	0.08394521	-0.07262094	-0.03972212	-0.10863603	-0.08981039	0.060684904	-0.090686776	-0.023341713	0.049306065	0.031500775	-0.08491335	-0.06697095	0.09258671	0.13295686	0.10007845	0.10377813	0.047931645	0.09664397	0.054807328	-0.1040892	0.12595363	-0.04074037	-0.015783083	0.104953445	-0.12027092	-0.12222918	-0.11543208	-0.01434986	-0.030489054	0.09887003	-0.01678384	0.06030611	-0.067132	-0.108632036	-0.08198537	-0.09089166	-0.024179801	-0.073443025	-0.08533218	0.12938966	-0.037445575	0.03651572	0.06629762	-0.015757933	-0.12703899	-0.12943183	-0.1263894	-0.12556419	-0.11394356	0.11393888	0.1438048	0.07240469	-0.124468274	-0.0024372884	-0.09645409	-0.11239253	0.09934215	-0.023223909	0.073770195	-0.11678299	-0.06972346	0.041849807	0.124479756	0.0823583	-0.094444156	0.10946778	-0.0039775893	0.08240479	0.031952396	0.06535627	0.11721447	0.087438874	0.11895275	0.13541949	0.07959053	-0.044701036	-0.06284672	0.094034836	-0.111647725	0.09565546	-0.0900063	-0.03555734	-0.027441988	-0.06541395	-0.09198696	0.060372867	-0.10209875	0.104750164	-0.05930437
KMT2D	-0.10238507	0.0071536177	0.07296236	0.10394678	0.106094256	0.13432702	0.09164265	-0.13188271	0.06750494	0.122782566	0.09477729	0.09670312	0.10761245	0.07870171	-0.044112112	-0.027439952	0.058235325	-0.13337758	-0.145401	0.109282166	0.09422929	-0.10844709	-0.03621145	-0.0063129724	0.09343267	-0.04723218	-0.096483104	-0.01326931	0.059091404	0.008595279	-0.09327898	0.06648824	-0.10837754	0.0637988	-0.06999403	0.08760243	-0.1070887	0.048846416	-0.100052096	0.09353276	0.00048041908	-0.072626635	-0.08982499	-0.09369831	0.093143575	-0.119610995	-0.04285826	0.028715786	0.02002876	-0.04094875	-0.015269434	0.12371937	0.110486574	0.11775685	0.08407915	0.075983204	0.08334097	0.07610974	-0.117608495	0.098446466	-0.0037227836	-0.037159182	0.09367807	-0.09571017	-0.13245308	-0.12411495	-0.00012564767	-0.08332795	0.10881526	-0.024882894	0.09320661	-0.099388964	-0.11800644	-0.07884981	-0.12165989	-0.034476597	-0.07585284	-0.08460845	0.10056523	-0.010329424	0.074287295	0.09710962	0.035164267	-0.12005513	-0.111421585	-0.119220816	-0.106527336	-0.09532349	0.11817223	0.11440755	0.07351073	-0.113131136	-0.01408598	-0.12051523	-0.06139709	0.09401765	-0.024577731	0.07412745	-0.10893012	-0.07878408	0.120851025	0.11227133	0.06671682	-0.10429084	0.12040631	0.019701324	0.0837925	0.034148905	0.08276752	0.12773171	0.11438789	0.10912539	0.06424133	0.039511263	-0.058531698	-0.07797466	0.09349414	-0.12525715	0.11816702	-0.06251127	-0.039048884	-0.048312325	-0.07794523	-0.0815995	0.035603587	-0.080954276	0.11424348	-0.11039922
MORF4L1	0.06122657	-0.025254434	-0.09242195	-0.10622788	-0.086646885	-0.10815905	-0.08381183	0.027676277	-0.10409783	-0.06072363	-0.09612152	-0.07538293	-0.09539976	-0.10159392	0.08277617	0.07415828	-0.09848473	0.08902624	0.11427746	-0.11628977	-0.0005861803	0.13314752	0.029838173	-0.014712213	-0.02070424	0.0024485239	0.08645773	0.052951194	-0.07430323	-0.07292843	0.048977546	-0.106982715	0.030953595	-0.004803063	0.1034002	-0.089287	0.10641901	-0.08540205	0.1116279	-0.1088379	-0.038978614	0.06003518	0.06970183	0.1239173	-0.08672629	0.13336895	-0.027960889	0.03495694	-0.056079973	0.05937932	0.035372216	-0.14342695	-0.093293	-0.08994823	-0.10204526	-0.11790991	-0.13399883	0.011999414	0.062103182	-0.10121135	0.10624696	0.05738589	-0.11772856	0.12619403	0.08361726	0.1338006	-0.095347695	0.104666874	-0.1295212	-0.013343498	-0.052940357	0.07295026	0.073828235	0.14764117	0.12341696	0.051335707	0.12711863	0.034570266	-0.05978836	-0.014624839	-0.096187286	-0.12070512	0.048754312	0.080049835	0.06549068	0.095464446	0.09071665	0.059626807	-0.061059095	-0.08973169	-0.07581213	0.096757405	0.082437426	0.13196345	0.08110587	-0.12631686	0.014086788	-0.10904626	0.100164644	0.115792505	-0.07651243	-0.10376594	-0.103600204	0.11832049	-0.09361397	0.03984372	-0.072081186	-0.0788194	-0.11266962	-0.10412163	-0.10570354	-0.08449447	-0.05889052	-0.08947299	-0.009935123	0.050874602	-0.09186229	0.11621228	-0.11792382	0.116843626	-0.037038498	-0.032956563	0.10339847	0.12967321	-0.015103286	0.08071344	-0.11289839	0.080172956
PARP1	0.01151007	0.05788065	-0.08970097	-0.040243704	0.053338144	-0.0483616	-0.055094708	0.026233934	-0.040911317	0.049655054	-0.109465525	-0.006691648	-0.06932392	-0.0031694702	0.06969427	0.041725498	-0.06895694	0.0013901993	0.04628859	-0.012193029	0.13079664	0.14771184	0.14696123	-0.09010371	0.06766501	-0.16797012	0.049239263	0.090877414	-0.06652318	-0.16997676	-0.038598303	-0.10189317	-0.086112656	0.1383946	0.088836595	0.0411483	0.08470173	-0.10151802	0.0046388316	-0.10510995	-0.06313569	0.02990298	0.06376518	0.08100059	-0.03787284	0.08147126	-0.11927016	0.12609401	-0.16901806	0.12073355	0.11978208	-0.04690315	0.016581241	0.0033771603	-0.11176657	-0.08041188	-0.12645058	0.11920544	0.035585884	0.0069655944	0.09503734	0.18298195	-0.115399145	0.0006691667	-0.017427018	0.01613986	-0.13229823	0.140413	-0.063076444	-0.22606641	0.07692386	-0.027274447	0.0622115	0.024322763	0.032442443	0.13276182	0.08091156	0.0412402	0.015334007	-0.08845607	-0.12297123	-0.14778869	0.09569651	-0.011350856	-0.08274871	0.01966601	0.06040778	-0.094683625	0.013092534	0.034461554	0.005231323	0.0517471	0.050754625	0.060966175	0.06277546	-0.08754204	-0.12140606	-0.13076833	0.05615258	0.118964076	-0.19669768	-0.009736055	-0.13116626	0.010081884	0.044391997	0.12771256	-0.0036580025	-0.08339607	-0.005151292	0.0014215582	-0.0832959	-0.059261993	0.1013693	-0.08409626	-0.11721214	0.07431663	0.040853996	0.027864588	-0.10127287	0.078698255	-0.12039718	-0.11061358	-0.033306006	0.07954633	0.19181716	0.014667525	-0.07618763	0.028826408
PHF6	0.15409146	0.06452985	-0.06888531	-0.10825491	-0.08285238	-0.12829182	-0.09859595	0.18827215	-0.06560317	-0.09623835	-0.14397992	-0.12106826	-0.15491395	-0.016233154	0.00916331	0.010012035	-0.024575518	0.1071525	0.10534692	-0.07812467	-0.084832236	0.07224704	0.11427598	-0.008104082	-0.07336763	0.024019344	0.13094032	0.010142184	-0.11092063	-0.041921273	0.1162502	-0.058844328	0.102025084	-0.03292879	0.064191684	-0.030948728	0.101947665	-0.032087013	0.09645512	-0.09281805	0.053540345	0.11137067	0.11529985	0.061422456	-0.0665527	0.08443721	0.050235648	-0.07406017	-0.05269797	0.08380949	0.067431025	-0.101367325	-0.108938664	-0.12437137	-0.113098	-0.034291532	-0.0967005	-0.055817157	0.12225544	-0.09242847	-0.01533695	0.09465214	-0.1215711	0.07402329	0.119491115	0.09713598	0.027537696	0.063586086	-0.090271175	-0.0691871	-0.080076285	0.032175966	0.11475928	0.03506034	0.103232555	0.063002296	0.05737481	0.080254965	-0.124786355	0.0036468606	-0.07031115	-0.07903694	-0.0072707036	0.13923103	0.09676767	0.1280451	0.12628597	0.07623936	-0.13249357	-0.11373573	-0.071731076	0.13931493	-0.022528403	0.08386144	0.087370604	-0.08214281	-0.01912726	-0.11239937	0.12613581	0.07548526	-0.13746694	-0.103690445	-0.09895601	0.040834107	-0.085426986	-0.004141864	-0.07262883	-0.001862691	-0.022971043	-0.11547454	-0.10395046	-0.12918259	-0.06799302	-0.0332529	0.02609953	0.06851559	-0.056798365	0.10319536	-0.10656389	0.07285392	0.025190009	0.039385907	0.019600527	0.07344376	0.04404884	0.072531745	-0.13403279	0.11276635
PPP1CB	-0.15231597	-0.097778425	0.049074028	0.11113586	0.077444114	0.09860367	0.123121314	-0.05046925	0.1265427	0.09243385	0.09657244	0.10913312	0.12166766	0.015102394	-0.04110859	-0.09347183	0.08893969	-0.13500153	-0.050927892	0.12135196	0.07470042	-0.034309268	-0.08644279	-0.011967336	0.010907088	-0.08629915	-0.1057152	-0.04214283	0.13255326	0.024139391	-0.11001068	0.06714112	-0.13398145	0.06954575	-0.07498012	0.0549866	-0.13090834	0.047656354	-0.13078524	0.049365718	-0.06784054	-0.025530545	-0.093162335	-0.10047419	0.057625603	-0.094328254	-0.00011098144	0.020255504	0.03965942	-0.09936025	-0.060689293	0.027627733	0.14290245	0.10166309	0.13610405	0.055980016	0.07322833	0.04063718	-0.102410264	0.13590275	-0.010164857	-0.033359785	0.104071476	-0.1216944	-0.115295686	-0.10788417	-0.005858094	-0.034107015	0.08441362	-0.06599383	0.053237256	-0.031464558	-0.09804732	-0.08228686	-0.08944679	-0.030063838	-0.087162085	-0.05592883	0.1305984	-0.04426192	0.052283026	0.02169342	-0.04505356	-0.12551583	-0.14010361	-0.13976063	-0.13183703	-0.08010628	0.10438062	0.16842234	0.052417267	-0.103226155	-0.037724026	-0.09025526	-0.13872832	0.08838277	-0.011208338	0.04879019	-0.10430388	-0.05077286	0.012560285	0.13033715	0.04777713	-0.102201186	0.0885223	-0.012305302	0.10517038	0.010746595	0.08331508	0.11610705	0.090807416	0.11635583	0.101866364	0.08382763	-0.011880813	-0.10712431	0.12888628	-0.11124946	0.07413854	-0.0608417	-0.021037595	-0.01697258	-0.09543772	-0.090210766	0.10453265	-0.10644299	0.10383845	-0.03719797
PPP1CC	-0.014878147	-0.10638324	0.08746017	0.042840112	-0.031797078	0.0056552244	0.08677895	0.057455964	0.14542614	0.03132079	0.057857145	0.0517834	0.050560575	-0.025630271	-0.08348946	-0.10632516	0.13664645	-0.047769234	0.017312668	0.08403301	-0.119450815	-0.0855937	-0.12506878	0.06340253	-0.17787944	0.018704895	-0.022169895	-0.08522352	0.083638065	0.137869	0.04051559	0.13116051	0.044801824	-0.07401087	-0.11025749	-0.024902051	-0.104196265	0.18328762	-0.05898391	0.036921714	0.07800325	-0.020791769	-0.013920772	-0.19233717	0.052627936	-0.111436546	0.2113141	-0.15113737	0.12360243	-0.13268827	-0.08993014	-0.050126113	0.023355555	-0.00092643825	0.18650877	0.09732741	0.06115588	-0.102336	-0.013981742	0.04253413	-0.09901076	-0.11508857	0.10839972	-0.059343714	0.021000052	-0.07906211	0.12681359	-0.1301805	0.061695833	0.03922011	-0.05642302	0.04741852	-0.030582143	-0.044973876	0.04021088	-0.057700828	-0.07853534	0.08232681	0.04180475	0.035972726	0.112669274	0.06880983	-0.17930429	0.014218509	0.045819227	-0.042002324	-0.049460214	0.09432962	-0.053285938	0.06752099	-0.07463804	-0.016053306	-0.16268599	-0.0766187	-0.052568637	0.083955675	0.060586907	0.08912085	-0.031134851	-0.11468638	0.070922375	0.059487183	0.016106628	-0.11753299	-0.008910825	-0.15285054	0.09866512	0.08776246	0.021700988	0.0246752	0.027437462	0.06955267	-0.033844024	0.079102926	0.11586781	-0.20660907	0.096717395	-0.056750417	0.064545855	-0.011648495	0.12544626	0.1426503	-0.09379507	-0.059921727	-0.018464053	-0.004287526	0.06576017	0.01695765
PRMT1	0.047980055	-0.08727111	0.12225789	-0.0056318208	-0.07407573	0.014733703	0.045573905	0.053336807	0.046667743	0.083261445	0.10275255	-0.11481817	0.08105813	-0.040994182	-0.13245368	-0.084844895	0.08433768	-0.0041837846	-0.04888183	0.022644408	-0.097263426	-0.032492813	-0.10215724	0.1291896	-0.07435294	0.11898214	-0.092406325	-0.1265474	0.07156627	0.10510765	0.062281504	0.11161594	0.07742131	-0.0880085	-0.08469394	-0.025814679	-0.043175418	0.07998639	0.014038364	0.11215589	0.09746439	-0.120876394	-0.11689591	-0.00039064558	0.11116059	-0.047804106	0.018995576	-0.10024295	0.08812553	-0.10525374	-0.15071045	0.084951185	-0.014048597	-0.093922876	-0.002790443	0.11333985	0.09030788	-0.10065786	-0.11134521	0.057409838	-0.14602797	-0.119467884	0.07459427	-0.088422805	-0.021078248	-0.046102613	0.08954284	-0.11614179	0.06481844	0.1627953	-0.10975148	0.063563265	-0.10404936	-0.021450449	-0.051196046	-0.13959086	-0.0736669	-0.16734482	-0.05408023	0.15995525	0.096966386	0.12268892	-0.04244035	-0.00044301443	0.00010509171	-0.011227757	-0.033753704	0.037617147	0.07124938	-0.054315727	-0.09414155	-0.021302488	-0.049476016	-0.024236625	-0.047761373	0.09368939	0.105084166	0.13315742	-0.08411388	-0.09877725	0.09434342	-0.0013572127	0.14659014	0.012260649	0.008197717	-0.1339075	0.070308074	0.15095432	0.045320183	0.0008909693	0.09185084	0.05287172	-0.0052416064	0.11663926	0.10011458	0.013092453	0.024045914	0.027505452	0.06170223	-0.10902506	0.11883371	0.1224368	-0.010672754	-0.07733962	-0.20248348	-0.09311608	0.051157877	-0.15834582
SMARCA4	0.084054925	0.11225462	-0.066125475	0.016986031	-0.018509831	-0.04667161	-0.07544268	0.012093792	0.023428151	-0.07714557	-0.13181293	0.08723539	-0.10016438	0.11147616	0.02211493	0.060586654	-0.103185244	0.13249914	0.15776165	-0.026511187	-0.07704452	-0.04321221	0.011049892	-0.09378545	-0.06481416	-0.035956096	0.1195925	0.09476238	-0.14158137	-0.0011469747	0.056182772	-0.08980151	0.07584564	0.0050127716	0.013635019	-0.019989217	0.07392169	0.048706863	0.0019714439	-0.046415783	0.12169898	0.123619035	0.14270417	-0.06622428	-0.11260866	0.06267279	0.15863526	-0.062488373	0.11565338	0.047229383	0.059421632	-0.12628426	-0.09324035	0.010666984	-0.03300327	-0.043830495	-0.040743988	-0.048142314	0.12374418	-0.10555844	0.07403313	0.016952649	-0.028135441	0.05207127	0.09516363	0.06786213	0.020840708	0.034385033	-0.034754418	-0.03549345	-0.011688662	-0.06503995	0.11331067	0.0018798697	0.13710243	0.09921531	0.021836609	0.17472814	0.02388253	-0.1009267	-0.069929294	0.003275396	-0.13673553	0.12963368	0.20122656	0.061839104	0.11253796	0.059090793	-0.20565242	-0.03295857	-0.0128746675	0.09976338	-0.08636533	-0.022537833	0.16262116	-0.11406264	-0.16007528	-0.045179065	0.1370709	0.04215477	-0.07135041	-0.053297322	-0.13869408	-0.060246453	-0.044652704	-0.0023634913	-0.1570814	-0.04478026	-0.11225831	-0.096520714	-0.104710035	-0.14368477	-0.048209425	-0.06799679	0.05771633	-0.03234075	-0.097281575	0.020281294	-0.09693762	0.08457973	-0.007530602	-0.023865268	-0.003575566	0.045967568	0.056149926	0.18781665	-0.09453453	0.13750145
USP7	0.021700429	0.18420327	-0.07801782	-0.028324027	0.07395918	-0.041782916	-0.05300918	-0.024994941	-0.10286374	0.07341139	-0.12555797	0.04114537	-0.10665601	0.036851194	0.013356438	0.10844216	-0.1411748	-0.007083019	0.066216715	0.025022948	0.124584846	0.045399435	0.09199554	-0.113759905	0.034665123	-0.1676061	0.02877198	0.13685118	-0.064721964	-0.1395078	-0.017262325	-0.08529221	-0.06752037	0.14854681	0.07214327	0.06613221	0.102595165	-0.084720746	0.035254505	-0.05836544	-0.11111659	-0.024225593	0.06990234	-0.020181695	-0.03377945	0.078041114	-0.027478468	0.07754251	-0.115071654	0.09423856	0.16907568	-0.025758015	-0.03442014	0.042830452	-0.047347292	-0.098545305	-0.120611385	0.13654076	0.03532909	-0.10873508	0.104770035	0.08801184	-0.1480647	0.052815843	-0.0032969345	-0.012324952	-0.11635054	0.065870665	-0.092111476	-0.17212899	0.112317845	-0.099357314	0.12607019	-0.0030040103	0.10144935	0.18092817	0.07443309	0.13798901	0.06887561	-0.13962206	-0.09342083	-0.069206715	0.06846169	0.041732617	0.043167446	0.03845846	0.05298453	-0.070839114	-0.07925475	-0.017595407	-0.027170124	0.031550996	0.084175065	0.0018955886	0.106436074	-0.054797936	-0.10832338	-0.11519792	0.09878718	0.07388717	-0.09552295	-0.0086639095	-0.15277374	-0.051407225	0.045344908	0.07504267	-0.041376382	-0.11729919	-0.04149961	-0.01072084	-0.07022818	-0.09837613	0.00844105	-0.108275436	-0.10982329	-0.04295322	0.031926893	0.01341325	-0.08848035	0.13854668	-0.08748472	-0.15486687	-0.10777469	0.09905044	0.08556417	0.07482921	-0.021810073	0.12822099
YWHAB	-0.0572842	0.09010616	0.12097908	0.10962642	0.10741706	0.122021355	0.055258237	-0.05642242	0.08163822	0.09072784	0.058982175	0.055351645	0.08846995	0.12702926	-0.071246594	-0.011517295	0.047585703	-0.08162816	-0.12151721	0.12345273	0.0646329	-0.11724197	-0.02467109	-0.007867486	0.0687466	-0.040121187	-0.08531862	0.015143605	0.03953416	0.0027356797	-0.0783541	0.06438512	-0.047422606	0.039583366	-0.08185579	0.10909876	-0.09511441	0.029388104	-0.1084071	0.12938176	0.037630793	-0.11255116	-0.08671476	-0.103894	0.11883175	-0.10458715	-0.04487196	0.018054962	0.030212553	-0.04840325	0.014479561	0.15654111	0.09796732	0.108502865	0.05143588	0.090471245	0.10951454	0.056954764	-0.07113328	0.08133444	-0.072255425	0.0056958	0.0863503	-0.11146663	-0.1379822	-0.13022992	0.045185573	-0.0908286	0.10106374	0.0011785488	0.06950777	-0.1375786	-0.11057651	-0.13676277	-0.12654774	-0.020992594	-0.09911091	-0.07405281	0.08996278	0.006351981	0.043262184	0.13410033	-0.0014953846	-0.1009188	-0.08716768	-0.080342926	-0.08877537	-0.11055792	0.11773212	0.09543724	0.09205919	-0.12472549	-0.016230185	-0.11461212	-0.066212796	0.112376094	-0.031941067	0.09555133	-0.11900504	-0.08369023	0.09208116	0.12712976	0.08732768	-0.12142802	0.1406828	0.04602452	0.0835173	0.048962273	0.10691079	0.11488772	0.10465941	0.118778154	0.07633588	0.07212104	-0.0775427	-0.0067454334	0.057986844	-0.13407679	0.13457131	-0.11474682	-0.032048862	-0.012155708	-0.06253529	-0.10326637	0.022608524	-0.09330764	0.09605135	-0.08189567
YWHAE	0.038709432	0.039211653	0.18601227	0.04452117	-0.0033372042	0.059863266	0.015257592	0.11949256	0.08342147	-0.02290875	0.029238865	-0.05039606	0.034555834	0.02445467	-0.056396086	-0.06863682	0.08892816	0.009217853	-0.089418486	0.07075815	-0.086537816	-0.10249003	-0.061911076	0.10146723	-0.021131776	0.07017541	-0.01678247	-0.0732266	-0.00835141	0.109327234	0.038318887	0.06393527	0.11136441	-0.08257855	-0.13682619	0.016997004	-0.094766654	0.08485076	-0.03228127	0.14691596	0.16080461	-0.13904397	-0.025818875	-0.05949053	0.12440164	-0.08809924	0.042207465	-0.075421	0.1625944	-0.11969952	-0.026009977	0.05865356	0.06604058	0.0173167	0.02988043	0.12233863	0.10528871	-0.0728252	0.03429819	0.0678794	-0.06129449	0.0010203047	0.0766475	-0.06970688	-0.048649773	-0.067170516	0.17405875	-0.12709647	0.05540189	0.13096957	-0.066048406	-0.04432841	-0.12970507	-0.16351609	-0.113708675	-0.09082413	-0.14605676	-0.047584947	0.027113676	0.14224242	0.08778985	0.09923434	-0.11863956	-0.041123178	-0.06848341	-0.01660958	-0.049975146	0.017645823	0.09814041	0.05825868	0.018707449	-0.064643845	-0.06912892	-0.033764053	-0.09890935	0.11997295	0.048617434	0.111685336	-0.12200192	0.011665394	0.077208064	0.06946633	0.1388535	-0.04663358	0.04609515	0.051680174	0.116182774	0.123658836	0.086176924	0.013476636	0.10813048	0.15016906	-0.1294349	0.104494795	0.05068468	0.13569199	-0.020132395	-0.07898897	0.13679734	-0.15626268	0.06376578	0.13836375	-0.010905322	-0.11732858	-0.06698591	-0.13909508	-0.011135025	-0.07644565
