filename,if_plate_id,position,sample,locations,antibody,ensembl_ids,gene_names
B2AI_1_untreated_B9_R4_,B2AI_1_untreated,B9,R4,,HPA048431,ENSG00000165671,
B2AI_1_untreated_B9_R5_,B2AI_1_untreated,B9,R5,,HPA048431,ENSG00000165671,
B2AI_1_untreated_B9_R6_,B2AI_1_untreated,B9,R6,,HPA048431,ENSG00000165671,
B2AI_1_untreated_B9_R7_,B2AI_1_untreated,B9,R7,,HPA048431,ENSG00000165671,
B2AI_1_untreated_B9_R8_,B2AI_1_untreated,B9,R8,,HPA048431,ENSG00000165671,
B2AI_1_untreated_E3_R1_,B2AI_1_untreated,E3,R1,,HPA048723,ENSG00000068024,
B2AI_1_untreated_E3_R2_,B2AI_1_untreated,E3,R2,,HPA048723,ENSG00000068024,
B2AI_1_untreated_E3_R3_,B2AI_1_untreated,E3,R3,,HPA048723,ENSG00000068024,
B2AI_1_untreated_E3_R4_,B2AI_1_untreated,E3,R4,,HPA048723,ENSG00000068024,
B2AI_1_untreated_E3_R5_,B2AI_1_untreated,E3,R5,,HPA048723,ENSG00000068024,
B2AI_1_untreated_E3_R6_,B2AI_1_untreated,E3,R6,,HPA048723,ENSG00000068024,
B2AI_1_untreated_E3_R7_,B2AI_1_untreated,E3,R7,,HPA048723,ENSG00000068024,
B2AI_1_untreated_E3_R8_,B2AI_1_untreated,E3,R8,,HPA048723,ENSG00000068024,
B2AI_1_untreated_C2_R2_,B2AI_1_untreated,C2,R2,,HPA049408,ENSG00000276043,
B2AI_1_untreated_C2_R3_,B2AI_1_untreated,C2,R3,,HPA049408,ENSG00000276043,
B2AI_1_untreated_C2_R4_,B2AI_1_untreated,C2,R4,,HPA049408,ENSG00000276043,
B2AI_1_untreated_C2_R5_,B2AI_1_untreated,C2,R5,,HPA049408,ENSG00000276043,
B2AI_1_untreated_C2_R6_,B2AI_1_untreated,C2,R6,,HPA049408,ENSG00000276043,
B2AI_1_untreated_C2_R7_,B2AI_1_untreated,C2,R7,,HPA049408,ENSG00000276043,
B2AI_1_untreated_C2_R8_,B2AI_1_untreated,C2,R8,,HPA049408,ENSG00000276043,
B2AI_1_untreated_E5_R1_,B2AI_1_untreated,E5,R1,,HPA050845,ENSG00000187605,
B2AI_1_untreated_E5_R2_,B2AI_1_untreated,E5,R2,,HPA050845,ENSG00000187605,
B2AI_1_untreated_E5_R3_,B2AI_1_untreated,E5,R3,,HPA050845,ENSG00000187605,
B2AI_1_untreated_E5_R4_,B2AI_1_untreated,E5,R4,,HPA050845,ENSG00000187605,
B2AI_1_untreated_E5_R5_,B2AI_1_untreated,E5,R5,,HPA050845,ENSG00000187605,
B2AI_1_untreated_E5_R6_,B2AI_1_untreated,E5,R6,,HPA050845,ENSG00000187605,
B2AI_1_untreated_E5_R7_,B2AI_1_untreated,E5,R7,,HPA050845,ENSG00000187605,
B2AI_1_untreated_E5_R8_,B2AI_1_untreated,E5,R8,,HPA050845,ENSG00000187605,
B2AI_1_untreated_G1_R1_,B2AI_1_untreated,G1,R1,,HPA051773,ENSG00000155827,
B2AI_1_untreated_G1_R2_,B2AI_1_untreated,G1,R2,,HPA051773,ENSG00000155827,
B2AI_1_untreated_G1_R3_,B2AI_1_untreated,G1,R3,,HPA051773,ENSG00000155827,
B2AI_1_untreated_G1_R4_,B2AI_1_untreated,G1,R4,,HPA051773,ENSG00000155827,
B2AI_1_untreated_G1_R5_,B2AI_1_untreated,G1,R5,,HPA051773,ENSG00000155827,
B2AI_1_untreated_G1_R6_,B2AI_1_untreated,G1,R6,,HPA051773,ENSG00000155827,
B2AI_1_untreated_G1_R7_,B2AI_1_untreated,G1,R7,,HPA051773,ENSG00000155827,
B2AI_1_untreated_G1_R8_,B2AI_1_untreated,G1,R8,,HPA051773,ENSG00000155827,
B2AI_1_untreated_D3_R1_,B2AI_1_untreated,D3,R1,,HPA052052,ENSG00000171720,
B2AI_1_untreated_D3_R2_,B2AI_1_untreated,D3,R2,,HPA052052,ENSG00000171720,
B2AI_1_untreated_D3_R3_,B2AI_1_untreated,D3,R3,,HPA052052,ENSG00000171720,
B2AI_1_untreated_D3_R4_,B2AI_1_untreated,D3,R4,,HPA052052,ENSG00000171720,
B2AI_1_untreated_D3_R5_,B2AI_1_untreated,D3,R5,,HPA052052,ENSG00000171720,
B2AI_1_untreated_D3_R6_,B2AI_1_untreated,D3,R6,,HPA052052,ENSG00000171720,
B2AI_1_untreated_D3_R7_,B2AI_1_untreated,D3,R7,,HPA052052,ENSG00000171720,
B2AI_1_untreated_D3_R8_,B2AI_1_untreated,D3,R8,,HPA052052,ENSG00000171720,
B2AI_1_untreated_F10_R1_,B2AI_1_untreated,F10,R1,,HPA052591,ENSG00000153487,
B2AI_1_untreated_F10_R2_,B2AI_1_untreated,F10,R2,,HPA052591,ENSG00000153487,
B2AI_1_untreated_F10_R3_,B2AI_1_untreated,F10,R3,,HPA052591,ENSG00000153487,
B2AI_1_untreated_F10_R4_,B2AI_1_untreated,F10,R4,,HPA052591,ENSG00000153487,
B2AI_1_untreated_F10_R5_,B2AI_1_untreated,F10,R5,,HPA052591,ENSG00000153487,
B2AI_1_untreated_F10_R6_,B2AI_1_untreated,F10,R6,,HPA052591,ENSG00000153487,
B2AI_1_untreated_F10_R7_,B2AI_1_untreated,F10,R7,,HPA052591,ENSG00000153487,
B2AI_1_untreated_F10_R8_,B2AI_1_untreated,F10,R8,,HPA052591,ENSG00000153487,
B2AI_1_untreated_H4_R1_,B2AI_1_untreated,H4,R1,,HPA053723,ENSG00000117139,
B2AI_1_untreated_H4_R2_,B2AI_1_untreated,H4,R2,,HPA053723,ENSG00000117139,
B2AI_1_untreated_H4_R3_,B2AI_1_untreated,H4,R3,,HPA053723,ENSG00000117139,
B2AI_1_untreated_H4_R4_,B2AI_1_untreated,H4,R4,,HPA053723,ENSG00000117139,
B2AI_1_untreated_H4_R5_,B2AI_1_untreated,H4,R5,,HPA053723,ENSG00000117139,
B2AI_1_untreated_H4_R6_,B2AI_1_untreated,H4,R6,,HPA053723,ENSG00000117139,
B2AI_1_untreated_H4_R7_,B2AI_1_untreated,H4,R7,,HPA053723,ENSG00000117139,
B2AI_1_untreated_H4_R8_,B2AI_1_untreated,H4,R8,,HPA053723,ENSG00000117139,
B2AI_1_untreated_A12_R1_,B2AI_1_untreated,A12,R1,,HPA055839,ENSG00000114166,
B2AI_1_untreated_A12_R2_,B2AI_1_untreated,A12,R2,,HPA055839,ENSG00000114166,
B2AI_1_untreated_A12_R3_,B2AI_1_untreated,A12,R3,,HPA055839,ENSG00000114166,
B2AI_1_untreated_A12_R5_,B2AI_1_untreated,A12,R5,,HPA055839,ENSG00000114166,
B2AI_1_untreated_A12_R6_,B2AI_1_untreated,A12,R6,,HPA055839,ENSG00000114166,
B2AI_1_untreated_A12_R7_,B2AI_1_untreated,A12,R7,,HPA055839,ENSG00000114166,
B2AI_1_untreated_A12_R8_,B2AI_1_untreated,A12,R8,,HPA055839,ENSG00000114166,
B2AI_1_untreated_F2_R2_,B2AI_1_untreated,F2,R2,,HPA055861,ENSG00000005339,
B2AI_1_untreated_F2_R3_,B2AI_1_untreated,F2,R3,,HPA055861,ENSG00000005339,
B2AI_1_untreated_F2_R4_,B2AI_1_untreated,F2,R4,,HPA055861,ENSG00000005339,
B2AI_1_untreated_F2_R5_,B2AI_1_untreated,F2,R5,,HPA055861,ENSG00000005339,
B2AI_1_untreated_F2_R6_,B2AI_1_untreated,F2,R6,,HPA055861,ENSG00000005339,
B2AI_1_untreated_F2_R7_,B2AI_1_untreated,F2,R7,,HPA055861,ENSG00000005339,
B2AI_1_untreated_F2_R8_,B2AI_1_untreated,F2,R8,,HPA055861,ENSG00000005339,
B2AI_1_untreated_A7_R1_,B2AI_1_untreated,A7,R1,,HPA058068,ENSG00000009954,
B2AI_1_untreated_A7_R2_,B2AI_1_untreated,A7,R2,,HPA058068,ENSG00000009954,
B2AI_1_untreated_A7_R3_,B2AI_1_untreated,A7,R3,,HPA058068,ENSG00000009954,
B2AI_1_untreated_A7_R4_,B2AI_1_untreated,A7,R4,,HPA058068,ENSG00000009954,
B2AI_1_untreated_A7_R5_,B2AI_1_untreated,A7,R5,,HPA058068,ENSG00000009954,
B2AI_1_untreated_A7_R6_,B2AI_1_untreated,A7,R6,,HPA058068,ENSG00000009954,
B2AI_1_untreated_A7_R7_,B2AI_1_untreated,A7,R7,,HPA058068,ENSG00000009954,
B2AI_1_untreated_A7_R8_,B2AI_1_untreated,A7,R8,,HPA058068,ENSG00000009954,
B2AI_1_untreated_A6_R1_,B2AI_1_untreated,A6,R1,,HPA059206,ENSG00000101266;ENSG00000254598,
B2AI_1_untreated_A6_R2_,B2AI_1_untreated,A6,R2,,HPA059206,ENSG00000101266;ENSG00000254598,
B2AI_1_untreated_A6_R3_,B2AI_1_untreated,A6,R3,,HPA059206,ENSG00000101266;ENSG00000254598,
B2AI_1_untreated_A6_R4_,B2AI_1_untreated,A6,R4,,HPA059206,ENSG00000101266;ENSG00000254598,
B2AI_1_untreated_A6_R5_,B2AI_1_untreated,A6,R5,,HPA059206,ENSG00000101266;ENSG00000254598,
B2AI_1_untreated_A6_R6_,B2AI_1_untreated,A6,R6,,HPA059206,ENSG00000101266;ENSG00000254598,
B2AI_1_untreated_A6_R7_,B2AI_1_untreated,A6,R7,,HPA059206,ENSG00000101266;ENSG00000254598,
B2AI_1_untreated_A6_R8_,B2AI_1_untreated,A6,R8,,HPA059206,ENSG00000101266;ENSG00000254598,
B2AI_1_untreated_D8_R1_,B2AI_1_untreated,D8,R1,,HPA060022,ENSG00000181090,
B2AI_1_untreated_D8_R2_,B2AI_1_untreated,D8,R2,,HPA060022,ENSG00000181090,
B2AI_1_untreated_D8_R3_,B2AI_1_untreated,D8,R3,,HPA060022,ENSG00000181090,
B2AI_1_untreated_D8_R4_,B2AI_1_untreated,D8,R4,,HPA060022,ENSG00000181090,
B2AI_1_untreated_D8_R5_,B2AI_1_untreated,D8,R5,,HPA060022,ENSG00000181090,
B2AI_1_untreated_D8_R6_,B2AI_1_untreated,D8,R6,,HPA060022,ENSG00000181090,
B2AI_1_untreated_D8_R7_,B2AI_1_untreated,D8,R7,,HPA060022,ENSG00000181090,
B2AI_1_untreated_D8_R8_,B2AI_1_untreated,D8,R8,,HPA060022,ENSG00000181090,
B2AI_1_untreated_C10_R1_,B2AI_1_untreated,C10,R1,,HPA060171,ENSG00000166164,
B2AI_1_untreated_C10_R2_,B2AI_1_untreated,C10,R2,,HPA060171,ENSG00000166164,
B2AI_1_untreated_C10_R3_,B2AI_1_untreated,C10,R3,,HPA060171,ENSG00000166164,
B2AI_1_untreated_C10_R4_,B2AI_1_untreated,C10,R4,,HPA060171,ENSG00000166164,
B2AI_1_untreated_C10_R5_,B2AI_1_untreated,C10,R5,,HPA060171,ENSG00000166164,
B2AI_1_untreated_C10_R6_,B2AI_1_untreated,C10,R6,,HPA060171,ENSG00000166164,
B2AI_1_untreated_C10_R8_,B2AI_1_untreated,C10,R8,,HPA060171,ENSG00000166164,
B2AI_1_untreated_A11_R1_,B2AI_1_untreated,A11,R1,,HPA061603,ENSG00000108953;ENSG00000128245;ENSG00000134308;ENSG00000164924;ENSG00000166913;ENSG00000170027;ENSG00000175793,
B2AI_1_untreated_A11_R2_,B2AI_1_untreated,A11,R2,,HPA061603,ENSG00000108953;ENSG00000128245;ENSG00000134308;ENSG00000164924;ENSG00000166913;ENSG00000170027;ENSG00000175793,
B2AI_1_untreated_A11_R3_,B2AI_1_untreated,A11,R3,,HPA061603,ENSG00000108953;ENSG00000128245;ENSG00000134308;ENSG00000164924;ENSG00000166913;ENSG00000170027;ENSG00000175793,
B2AI_1_untreated_A11_R4_,B2AI_1_untreated,A11,R4,,HPA061603,ENSG00000108953;ENSG00000128245;ENSG00000134308;ENSG00000164924;ENSG00000166913;ENSG00000170027;ENSG00000175793,
B2AI_1_untreated_A11_R5_,B2AI_1_untreated,A11,R5,,HPA061603,ENSG00000108953;ENSG00000128245;ENSG00000134308;ENSG00000164924;ENSG00000166913;ENSG00000170027;ENSG00000175793,
B2AI_1_untreated_A11_R6_,B2AI_1_untreated,A11,R6,,HPA061603,ENSG00000108953;ENSG00000128245;ENSG00000134308;ENSG00000164924;ENSG00000166913;ENSG00000170027;ENSG00000175793,
B2AI_1_untreated_A11_R7_,B2AI_1_untreated,A11,R7,,HPA061603,ENSG00000108953;ENSG00000128245;ENSG00000134308;ENSG00000164924;ENSG00000166913;ENSG00000170027;ENSG00000175793,
B2AI_1_untreated_A11_R8_,B2AI_1_untreated,A11,R8,,HPA061603,ENSG00000108953;ENSG00000128245;ENSG00000134308;ENSG00000164924;ENSG00000166913;ENSG00000170027;ENSG00000175793,
B2AI_1_untreated_B10_R1_,B2AI_1_untreated,B10,R1,,HPA061646,ENSG00000141867,
B2AI_1_untreated_B10_R2_,B2AI_1_untreated,B10,R2,,HPA061646,ENSG00000141867,
B2AI_1_untreated_B10_R3_,B2AI_1_untreated,B10,R3,,HPA061646,ENSG00000141867,
B2AI_1_untreated_B10_R4_,B2AI_1_untreated,B10,R4,,HPA061646,ENSG00000141867,
B2AI_1_untreated_B10_R5_,B2AI_1_untreated,B10,R5,,HPA061646,ENSG00000141867,
B2AI_1_untreated_B10_R6_,B2AI_1_untreated,B10,R6,,HPA061646,ENSG00000141867,
B2AI_1_untreated_B10_R7_,B2AI_1_untreated,B10,R7,,HPA061646,ENSG00000141867,
B2AI_1_untreated_B10_R8_,B2AI_1_untreated,B10,R8,,HPA061646,ENSG00000141867,
B2AI_1_untreated_H10_R1_,B2AI_1_untreated,H10,R1,,HPA061717,ENSG00000122779,
B2AI_1_untreated_H10_R11_,B2AI_1_untreated,H10,R11,,HPA061717,ENSG00000122779,
B2AI_1_untreated_H10_R12_,B2AI_1_untreated,H10,R12,,HPA061717,ENSG00000122779,
B2AI_1_untreated_H10_R13_,B2AI_1_untreated,H10,R13,,HPA061717,ENSG00000122779,
B2AI_1_untreated_H10_R14_,B2AI_1_untreated,H10,R14,,HPA061717,ENSG00000122779,
B2AI_1_untreated_H10_R15_,B2AI_1_untreated,H10,R15,,HPA061717,ENSG00000122779,
B2AI_1_untreated_H10_R2_,B2AI_1_untreated,H10,R2,,HPA061717,ENSG00000122779,
B2AI_1_untreated_H10_R3_,B2AI_1_untreated,H10,R3,,HPA061717,ENSG00000122779,
B2AI_1_untreated_H10_R4_,B2AI_1_untreated,H10,R4,,HPA061717,ENSG00000122779,
B2AI_1_untreated_H10_R5_,B2AI_1_untreated,H10,R5,,HPA061717,ENSG00000122779,
B2AI_1_untreated_H11_R1_,B2AI_1_untreated,H11,R1,,HPA062010,ENSG00000185787,
B2AI_1_untreated_H11_R11_,B2AI_1_untreated,H11,R11,,HPA062010,ENSG00000185787,
B2AI_1_untreated_H11_R12_,B2AI_1_untreated,H11,R12,,HPA062010,ENSG00000185787,
B2AI_1_untreated_H11_R13_,B2AI_1_untreated,H11,R13,,HPA062010,ENSG00000185787,
B2AI_1_untreated_H11_R14_,B2AI_1_untreated,H11,R14,,HPA062010,ENSG00000185787,
B2AI_1_untreated_H11_R15_,B2AI_1_untreated,H11,R15,,HPA062010,ENSG00000185787,
B2AI_1_untreated_H11_R16_,B2AI_1_untreated,H11,R16,,HPA062010,ENSG00000185787,
B2AI_1_untreated_H11_R4_,B2AI_1_untreated,H11,R4,,HPA062010,ENSG00000185787,
B2AI_1_untreated_H11_R5_,B2AI_1_untreated,H11,R5,,HPA062010,ENSG00000185787,
B2AI_1_untreated_E9_R1_,B2AI_1_untreated,E9,R1,,HPA062889,ENSG00000158161,
B2AI_1_untreated_E9_R2_,B2AI_1_untreated,E9,R2,,HPA062889,ENSG00000158161,
B2AI_1_untreated_E9_R3_,B2AI_1_untreated,E9,R3,,HPA062889,ENSG00000158161,
B2AI_1_untreated_E9_R4_,B2AI_1_untreated,E9,R4,,HPA062889,ENSG00000158161,
B2AI_1_untreated_E9_R5_,B2AI_1_untreated,E9,R5,,HPA062889,ENSG00000158161,
B2AI_1_untreated_E9_R6_,B2AI_1_untreated,E9,R6,,HPA062889,ENSG00000158161,
B2AI_1_untreated_E9_R7_,B2AI_1_untreated,E9,R7,,HPA062889,ENSG00000158161,
B2AI_1_untreated_E9_R8_,B2AI_1_untreated,E9,R8,,HPA062889,ENSG00000158161,
B2AI_1_untreated_H2_R1_,B2AI_1_untreated,H2,R1,,HPA065052,ENSG00000083168,
B2AI_1_untreated_H2_R2_,B2AI_1_untreated,H2,R2,,HPA065052,ENSG00000083168,
B2AI_1_untreated_H2_R3_,B2AI_1_untreated,H2,R3,,HPA065052,ENSG00000083168,
B2AI_1_untreated_H2_R4_,B2AI_1_untreated,H2,R4,,HPA065052,ENSG00000083168,
B2AI_1_untreated_H2_R5_,B2AI_1_untreated,H2,R5,,HPA065052,ENSG00000083168,
B2AI_1_untreated_H2_R6_,B2AI_1_untreated,H2,R6,,HPA065052,ENSG00000083168,
B2AI_1_untreated_H2_R7_,B2AI_1_untreated,H2,R7,,HPA065052,ENSG00000083168,
B2AI_1_untreated_H2_R8_,B2AI_1_untreated,H2,R8,,HPA065052,ENSG00000083168,
B2AI_1_untreated_F9_R1_,B2AI_1_untreated,F9,R1,,HPA065425,ENSG00000213639,
B2AI_1_untreated_F9_R2_,B2AI_1_untreated,F9,R2,,HPA065425,ENSG00000213639,
B2AI_1_untreated_F9_R3_,B2AI_1_untreated,F9,R3,,HPA065425,ENSG00000213639,
B2AI_1_untreated_F9_R4_,B2AI_1_untreated,F9,R4,,HPA065425,ENSG00000213639,
B2AI_1_untreated_F9_R5_,B2AI_1_untreated,F9,R5,,HPA065425,ENSG00000213639,
B2AI_1_untreated_F9_R6_,B2AI_1_untreated,F9,R6,,HPA065425,ENSG00000213639,
B2AI_1_untreated_F9_R7_,B2AI_1_untreated,F9,R7,,HPA065425,ENSG00000213639,
B2AI_1_untreated_F9_R8_,B2AI_1_untreated,F9,R8,,HPA065425,ENSG00000213639,
B2AI_1_untreated_G12_R1_,B2AI_1_untreated,G12,R1,,HPA065704,ENSG00000175097,
B2AI_1_untreated_G12_R3_,B2AI_1_untreated,G12,R3,,HPA065704,ENSG00000175097,
B2AI_1_untreated_G12_R4_,B2AI_1_untreated,G12,R4,,HPA065704,ENSG00000175097,
B2AI_1_untreated_G12_R5_,B2AI_1_untreated,G12,R5,,HPA065704,ENSG00000175097,
B2AI_1_untreated_G12_R6_,B2AI_1_untreated,G12,R6,,HPA065704,ENSG00000175097,
B2AI_1_untreated_G12_R7_,B2AI_1_untreated,G12,R7,,HPA065704,ENSG00000175097,
B2AI_1_untreated_G12_R8_,B2AI_1_untreated,G12,R8,,HPA065704,ENSG00000175097,
B2AI_1_untreated_F5_R1_,B2AI_1_untreated,F5,R1,,HPA067142,ENSG00000149311,
B2AI_1_untreated_F5_R2_,B2AI_1_untreated,F5,R2,,HPA067142,ENSG00000149311,
B2AI_1_untreated_F5_R3_,B2AI_1_untreated,F5,R3,,HPA067142,ENSG00000149311,
B2AI_1_untreated_F5_R4_,B2AI_1_untreated,F5,R4,,HPA067142,ENSG00000149311,
B2AI_1_untreated_F5_R5_,B2AI_1_untreated,F5,R5,,HPA067142,ENSG00000149311,
B2AI_1_untreated_F5_R7_,B2AI_1_untreated,F5,R7,,HPA067142,ENSG00000149311,
B2AI_1_untreated_F5_R8_,B2AI_1_untreated,F5,R8,,HPA067142,ENSG00000149311,
B2AI_1_untreated_G4_R1_,B2AI_1_untreated,G4,R1,,HPA069357,ENSG00000107077,
B2AI_1_untreated_G4_R2_,B2AI_1_untreated,G4,R2,,HPA069357,ENSG00000107077,
B2AI_1_untreated_G4_R4_,B2AI_1_untreated,G4,R4,,HPA069357,ENSG00000107077,
B2AI_1_untreated_G4_R5_,B2AI_1_untreated,G4,R5,,HPA069357,ENSG00000107077,
B2AI_1_untreated_G4_R7_,B2AI_1_untreated,G4,R7,,HPA069357,ENSG00000107077,
B2AI_1_untreated_G4_R8_,B2AI_1_untreated,G4,R8,,HPA069357,ENSG00000107077,
B2AI_1_untreated_E8_R3_,B2AI_1_untreated,E8,R3,,HPA071677,ENSG00000136169,
B2AI_1_untreated_E8_R4_,B2AI_1_untreated,E8,R4,,HPA071677,ENSG00000136169,
B2AI_1_untreated_E8_R5_,B2AI_1_untreated,E8,R5,,HPA071677,ENSG00000136169,
B2AI_1_untreated_E8_R6_,B2AI_1_untreated,E8,R6,,HPA071677,ENSG00000136169,
B2AI_1_untreated_E8_R7_,B2AI_1_untreated,E8,R7,,HPA071677,ENSG00000136169,
B2AI_1_untreated_E8_R8_,B2AI_1_untreated,E8,R8,,HPA071677,ENSG00000136169,
B2AI_1_untreated_C9_R1_,B2AI_1_untreated,C9,R1,,HPA072136,ENSG00000126457,
B2AI_1_untreated_C9_R2_,B2AI_1_untreated,C9,R2,,HPA072136,ENSG00000126457,
B2AI_1_untreated_C9_R3_,B2AI_1_untreated,C9,R3,,HPA072136,ENSG00000126457,
B2AI_1_untreated_C9_R4_,B2AI_1_untreated,C9,R4,,HPA072136,ENSG00000126457,
B2AI_1_untreated_C9_R5_,B2AI_1_untreated,C9,R5,,HPA072136,ENSG00000126457,
B2AI_1_untreated_C9_R6_,B2AI_1_untreated,C9,R6,,HPA072136,ENSG00000126457,
B2AI_1_untreated_C9_R8_,B2AI_1_untreated,C9,R8,,HPA072136,ENSG00000126457,
B2AI_1_untreated_G8_R2_,B2AI_1_untreated,G8,R2,,HPA074736,ENSG00000055609,
B2AI_1_untreated_G8_R3_,B2AI_1_untreated,G8,R3,,HPA074736,ENSG00000055609,
B2AI_1_untreated_G8_R4_,B2AI_1_untreated,G8,R4,,HPA074736,ENSG00000055609,
B2AI_1_untreated_G8_R5_,B2AI_1_untreated,G8,R5,,HPA074736,ENSG00000055609,
B2AI_1_untreated_G8_R6_,B2AI_1_untreated,G8,R6,,HPA074736,ENSG00000055609,
B2AI_1_untreated_G8_R7_,B2AI_1_untreated,G8,R7,,HPA074736,ENSG00000055609,
B2AI_1_untreated_G8_R8_,B2AI_1_untreated,G8,R8,,HPA074736,ENSG00000055609,
B2AI_1_untreated_H7_R11_,B2AI_1_untreated,H7,R11,,HPA076218,ENSG00000115592,
B2AI_1_untreated_H7_R12_,B2AI_1_untreated,H7,R12,,HPA076218,ENSG00000115592,
B2AI_1_untreated_H7_R13_,B2AI_1_untreated,H7,R13,,HPA076218,ENSG00000115592,
B2AI_1_untreated_H7_R14_,B2AI_1_untreated,H7,R14,,HPA076218,ENSG00000115592,
B2AI_1_untreated_H7_R15_,B2AI_1_untreated,H7,R15,,HPA076218,ENSG00000115592,
B2AI_1_untreated_H7_R16_,B2AI_1_untreated,H7,R16,,HPA076218,ENSG00000115592,
B2AI_1_untreated_H7_R4_,B2AI_1_untreated,H7,R4,,HPA076218,ENSG00000115592,
B2AI_1_untreated_H7_R5_,B2AI_1_untreated,H7,R5,,HPA076218,ENSG00000115592,
B2AI_1_untreated_H7_R7_,B2AI_1_untreated,H7,R7,,HPA076218,ENSG00000115592,
B2AI_1_untreated_H7_R8_,B2AI_1_untreated,H7,R8,,HPA076218,ENSG00000115592,
B2AI_1_untreated_C12_R1_,B2AI_1_untreated,C12,R1,,HPA076873,ENSG00000169925,
B2AI_1_untreated_C12_R2_,B2AI_1_untreated,C12,R2,,HPA076873,ENSG00000169925,
B2AI_1_untreated_C12_R3_,B2AI_1_untreated,C12,R3,,HPA076873,ENSG00000169925,
B2AI_1_untreated_C12_R5_,B2AI_1_untreated,C12,R5,,HPA076873,ENSG00000169925,
B2AI_1_untreated_C12_R6_,B2AI_1_untreated,C12,R6,,HPA076873,ENSG00000169925,
B2AI_1_untreated_C12_R7_,B2AI_1_untreated,C12,R7,,HPA076873,ENSG00000169925,
B2AI_1_untreated_C12_R8_,B2AI_1_untreated,C12,R8,,HPA076873,ENSG00000169925,
B2AI_1_untreated_F7_R1_,B2AI_1_untreated,F7,R1,,HPA077805,ENSG00000181929,
B2AI_1_untreated_F7_R3_,B2AI_1_untreated,F7,R3,,HPA077805,ENSG00000181929,
B2AI_1_untreated_F7_R4_,B2AI_1_untreated,F7,R4,,HPA077805,ENSG00000181929,
B2AI_1_untreated_F7_R5_,B2AI_1_untreated,F7,R5,,HPA077805,ENSG00000181929,
B2AI_1_untreated_F7_R6_,B2AI_1_untreated,F7,R6,,HPA077805,ENSG00000181929,
B2AI_1_untreated_F7_R7_,B2AI_1_untreated,F7,R7,,HPA077805,ENSG00000181929,
B2AI_1_untreated_F7_R8_,B2AI_1_untreated,F7,R8,,HPA077805,ENSG00000181929,
B2AI_1_untreated_H12_R2_,B2AI_1_untreated,H12,R2,,NEGATIVE-CTRL,nan,
B2AI_1_untreated_H12_R3_,B2AI_1_untreated,H12,R3,,NEGATIVE-CTRL,nan,
B2AI_1_untreated_H12_R4_,B2AI_1_untreated,H12,R4,,NEGATIVE-CTRL,nan,
B2AI_1_untreated_H12_R6_,B2AI_1_untreated,H12,R6,,NEGATIVE-CTRL,nan,
B2AI_1_untreated_H12_R7_,B2AI_1_untreated,H12,R7,,NEGATIVE-CTRL,nan,
B2AI_1_untreated_H12_R8_,B2AI_1_untreated,H12,R8,,NEGATIVE-CTRL,nan,
